asesor_codigo,numero,cliente_razon_social,trabajo,cantidad,COTIZACION::total,fecha_ingreso,fecha_entrega,linea_negocio,estado_orden,factura_cantidad_nuevo,factura_subtotal_nuevo
ASS,23784,INTRIAGO FRAY OSCAR PASTOR,REIMPRESIÓN LIBROS EXPRESS ARTE 2,1150,2334.5,10/06/2025 0:00,24/06/2025 0:00,EDITORIAL,FACTURADO,1150,2334.5
ASS,23785,INTRIAGO FRAY OSCAR PASTOR,REIMPRESIÓN LIBROS EXPRESS ARTE 3,1150,2334.5,10/06/2025 0:00,20/06/2025 0:00,EDITORIAL,FACTURADO,1150,2334.5
ASS,23786,INTRIAGO FRAY OSCAR PASTOR,REIMPRESIÓN LIBROS EXPRESS ARTE 4,1150,2116,10/06/2025 0:00,20/06/2025 0:00,EDITORIAL,FACTURADO,1150,2116
ASS,23787,INTRIAGO FRAY OSCAR PASTOR,REIMPRESIÓN LIBROS EXPRESS ARTE 5,1150,2116,10/06/2025 0:00,20/06/2025 0:00,EDITORIAL,FACTURADO,1150,2116
ASS,23788,INTRIAGO FRAY OSCAR PASTOR,REIMPRESIÓN libros EXPRESS ARTE 6,1150,2116,10/06/2025 0:00,20/06/2025 0:00,EDITORIAL,FACTURADO,1150,2116
ASS,23789,INTRIAGO FRAY OSCAR PASTOR,REIMPRESIÓN LIBROS EXPRESS ARTE 7,1150,2116,10/06/2025 0:00,20/06/2025 0:00,EDITORIAL,FACTURADO,1150,2116
ASS,23793,AGLOMERADOS COTOPAXI S.A,ETIQUETAS ADHESIVAS,600,96,12/06/2025 0:00,13/06/2025 0:00,PUBLICOMERCIAL,FACTURADO,600,96
ASS,23795,OTECEL S.A.,REIMPRESIÓN SLEEVES para caja LISTO PACK - CAYFO335,600,594,13/06/2025 0:00,17/06/2025 0:00,PUBLICOMERCIAL,FACTURADO,600,594
ASS,23815,AGLOMERADOS COTOPAXI S.A,ADHESIVOS PEGADOS EN TABLILLAS A5,30000,1950,30/06/2025 0:00,04/07/2025 0:00,PUBLICOMERCIAL,FACTURADO,30000,1950
ASS,23819,BOOKS & BITS ECUADOR S.A.,CARPETA,1000,555,02/07/2025 0:00,08/07/2025 0:00,PUBLICOMERCIAL,FACTURADO,1000,555
ASS,23824,OTECEL S.A.,IMPRESIÓN BOLETOS - AFI7.1,1502,270.36,08/07/2025 0:00,09/07/2025 0:00,PUBLICOMERCIAL,FACTURADO,1502,270.36
ASS,23842,BOOKS & BITS ECUADOR S.A.,DÍPTICO - SABÍAS QUE,1000,396,14/07/2025 0:00,17/07/2025 0:00,PUBLICOMERCIAL,FACTURADO,1000,396
ASS,23861,OTECEL S.A.,VOLANTE MOVISTAR,7000,378,21/07/2025 0:00,23/07/2025 0:00,PUBLICOMERCIAL,FACTURADO,7000,378
ASS,23862,OTECEL S.A.,TRIPTICOS MOVISTAR,8000,476,21/07/2025 0:00,23/07/2025 0:00,PUBLICOMERCIAL,FACTURADO,8000,476
ASS,23863,OTECEL S.A.,BANDEROLAS TUENTI Y MOVISTAR,66,109.89,21/07/2025 0:00,23/07/2025 0:00,PUBLICOMERCIAL,FACTURADO,66,109.89
ASS,23870,BOOKS & BITS ECUADOR S.A.,BIG FLYER,200,204,28/07/2025 0:00,30/07/2025 0:00,PUBLICOMERCIAL,FACTURADO,200,204
ASS,23871,BOOKS & BITS ECUADOR S.A.,CARPETAS CON BOLSILLO - negra,3000,1458,28/07/2025 0:00,04/08/2025 0:00,PUBLICOMERCIAL,FACTURADO,3000,1458
ASS,23872,BOOKS & BITS ECUADOR S.A.,CARPETAS CON BOLSILLO ,2000,1089,28/07/2025 0:00,04/08/2025 0:00,PUBLICOMERCIAL,FACTURADO,2000,1089
ASS,23874,AGLOMERADOS COTOPAXI S.A,CAJA SANDUCHADA,200,750,28/07/2025 0:00,06/08/2025 0:00,EMPAQUE,FACTURADO,200,750
ASS,23875,OTECEL S.A.,BANDEROLAS,14000,4158,29/07/2025 0:00,01/08/2025 0:00,PUBLICOMERCIAL,FACTURADO,14000,4158
ASS,23876,OTECEL S.A.,COLGANTE,14000,2142,29/07/2025 0:00,01/08/2025 0:00,PUBLICOMERCIAL,FACTURADO,14000,2142
ASS,23881,AGLOMERADOS COTOPAXI S.A,flyers - A5 - 660 und,660,165,30/07/2025 0:00,04/08/2025 0:00,PUBLICOMERCIAL,FACTURADO,660,165
ASS,23882,AGLOMERADOS COTOPAXI S.A,flyers - 200 und,200,98,30/07/2025 0:00,06/08/2025 0:00,PUBLICOMERCIAL,FACTURADO,200,98
ASS,23884,EMPRESA OPERADORA METRO DE MEDELLIN TRANSDEV EOMMT S.A.S.,REIMRPESIÓN Cartilla Contraseña Cuenta Ciudad,10000,519,30/07/2025 0:00,04/08/2025 0:00,PUBLICOMERCIAL,FACTURADO,10000,519
ASS,23889,OTECEL S.A.,TRÍPTICOS MOVISTAR,104300,2659.65,05/08/2025 0:00,08/08/2025 0:00,PUBLICOMERCIAL,FACTURADO,104300,2659.65
ASS,23890,OTECEL S.A.,IMPRESIÓN BOLETOS - CARPLE51,19767,2668.55,05/08/2025 0:00,08/08/2025 0:00,PUBLICOMERCIAL,FACTURADO,19767,2668.55
ASS,23894,OTECEL S.A.,REIMPRESIÓN BANDEROLAS - STIC34,500,441,06/08/2025 0:00,12/08/2025 0:00,PUBLICOMERCIAL,FACTURADO,500,441
ASS,23899,OTECEL S.A.,voolantes - VOL140.1,50000,900,08/08/2025 0:00,13/08/2025 0:00,PUBLICOMERCIAL,FACTURADO,50000,900
ASS,23903,SANTILLANA S.A.,ec24841 - Secondary Fly Higher A2 Workbook,1000,2460,08/08/2025 0:00,15/08/2025 0:00,EDITORIAL,FACTURADO,1000,2460
ASS,23904,SANTILLANA S.A.,ec024842 - Secondary Fly Higher B1 Workbook,1100,2585,08/08/2025 0:00,13/08/2025 0:00,EDITORIAL,FACTURADO,1100,2585
ASS,23905,SANTILLANA S.A.,EC024843 - Secondary Fly Higher B1+ Workbook,600,1902,08/08/2025 0:00,15/08/2025 0:00,EDITORIAL,FACTURADO,600,1902
ASS,23906,SANTILLANA S.A.,EC044203 - Secondary Go Further B1+ Workbook,600,1356,08/08/2025 0:00,15/08/2025 0:00,EDITORIAL,FACTURADO,600,1356
ASS,23907,SANTILLANA S.A.,EC044247 - Secondary Go Further B1 Workbook,600,1356,08/08/2025 0:00,18/08/2025 0:00,EDITORIAL,FACTURADO,600,1356
ASS,23908,SANTILLANA S.A.,EC044204 - Secondary Go Further A2 Workbook,600,1356,08/08/2025 0:00,18/08/2025 0:00,EDITORIAL,FACTURADO,600,1356
ASS,23909,SANTILLANA S.A.,EC024840 - Secondary Fly Higher A1+ Workbook,600,1902,08/08/2025 0:00,18/08/2025 0:00,EDITORIAL,FACTURADO,600,1902
ASS,23910,SANTILLANA S.A.,EC024833 - Primary Fly Higher 6 Practice Book,600,1590,08/08/2025 0:00,18/08/2025 0:00,EDITORIAL,FACTURADO,600,1590
ASS,23911,SANTILLANA S.A.,EC024823 - Primary Fly Higher 1 Practice Book,600,1590,12/08/2025 0:00,18/08/2025 0:00,EDITORIAL,FACTURADO,600,1590
ASS,23912,SANTILLANA S.A.,EC044394 - Preschool Go for it! 1 Student's Book,600,1788.01,12/08/2025 0:00,18/08/2025 0:00,EDITORIAL,FACTURADO,600,1788.01
ASS,23926,OTECEL S.A.,TRIPTICOS MOVISTAR WEEKS,51150,1304.33,18/08/2025 0:00,20/08/2025 0:00,PUBLICOMERCIAL,FACTURADO,51150,1304.33
ASS,23927,BOOKS & BITS ECUADOR S.A.,PLANEADOR,1000,1100,18/08/2025 0:00,22/08/2025 0:00,PUBLICOMERCIAL,FACTURADO,1000,1100
ASS,23946,OTECEL S.A.,TEND CARD MOVISTAR Y TUENTI,8100,1603.8,27/08/2025 0:00,01/09/2025 0:00,PUBLICOMERCIAL,FACTURADO,8100,1603.8
ASS,23964,BFS ECUADOR S.A,CAJA PASTA DURA,25,812.5,02/09/2025 0:00,09/09/2025 0:00,EMPAQUE,FACTURADO,25,812.5
ASS,23965,OTECEL S.A.,TRÍPTICOS MOVISTAR WEEKS - SEPTIEMBRE,51150,1304.33,03/09/2025 0:00,05/09/2025 0:00,PUBLICOMERCIAL,FACTURADO,51150,1304.33
ASS,23975,BOOKS & BITS ECUADOR S.A.,REIMPRESIÓN PLANEADOR,500,700,04/09/2025 0:00,10/09/2025 0:00,PUBLICOMERCIAL,FACTURADO,500,700
ASS,23976,OTECEL S.A.,AFICHE ATENCIONES,20000,4320.01,04/09/2025 0:00,10/09/2025 0:00,PUBLICOMERCIAL,FACTURADO,20000,4320.01
ASS,23977,OTECEL S.A.,STICKER AYUDAVENTAS ATENCIONES,15000,1215,04/09/2025 0:00,10/09/2025 0:00,PUBLICOMERCIAL,FACTURADO,15000,1215
ASS,23978,OTECEL S.A.,TRIPTICOS ATENCIONES,30000,1020,04/09/2025 0:00,10/09/2025 0:00,PUBLICOMERCIAL,FACTURADO,30000,1020
ASS,23979,OTECEL S.A.,VIBRIN ATENCIONES,15000,2565,04/09/2025 0:00,10/09/2025 0:00,PUBLICOMERCIAL,FACTURADO,15000,2565
ASS,23980,OTECEL S.A.,AFICHE CHIP,20000,4320,05/09/2025 0:00,15/09/2025 0:00,PUBLICOMERCIAL,FACTURADO,20000,4320
ASS,23981,OTECEL S.A.,AFICHE COMBOS,20000,4320,05/09/2025 0:00,15/09/2025 0:00,PUBLICOMERCIAL,FACTURADO,20000,4320
ASS,23982,OTECEL S.A.,STICKER AYUDAVENTAS COMBOS,15000,1215,05/09/2025 0:00,15/09/2025 0:00,PUBLICOMERCIAL,FACTURADO,15000,1215
ASS,23983,OTECEL S.A.,VOLANTES CHIP / COMBO,70000,1260,05/09/2025 0:00,15/09/2025 0:00,PUBLICOMERCIAL,FACTURADO,70000,1260
ASS,23984,OTECEL S.A.,VOLANTES PORTABILIDAD,30000,810,05/09/2025 0:00,15/09/2025 0:00,PUBLICOMERCIAL,FACTURADO,30000,810
ASS,23985,OTECEL S.A.,VOLANTES R. AUTO,30000,810,05/09/2025 0:00,15/09/2025 0:00,PUBLICOMERCIAL,FACTURADO,30000,810
ASS,23986,AGLOMERADOS COTOPAXI S.A,ADHESIVOS 18X14,40,1440,09/09/2025 0:00,09/09/2025 0:00,PUBLICOMERCIAL,FACTURADO,40,1440
ASS,23996,EMPRESA OPERADORA METRO DE MEDELLIN TRANSDEV EOMMT S.A.S.,libreta pasta dura,5000,11062.5,11/09/2025 0:00,25/09/2025 0:00,PUBLICOMERCIAL,FACTURADO,5000,11062.5
ASS,23998,CAMARA DE INDUSTRIAS Y COMERCIO ECUATORIANO-BRITANICA,revista institucional LINKS,1000,2290,12/09/2025 0:00,,PUBLICOMERCIAL,FACTURADO,1000,2290
ASS,24003,OTECEL S.A.,Flyers Fibra Pro 900 Mbps,30000,810,16/09/2025 0:00,18/09/2025 0:00,PUBLICOMERCIAL,FACTURADO,30000,810
ASS,24004,AGLOMERADOS COTOPAXI S.A,flyer y adhesivos para tablila,1824,710,16/09/2025 0:00,23/09/2025 0:00,PUBLICOMERCIAL,FACTURADO,1824,710
ASS,24009,OTECEL S.A.,FLYERS FERIA PARA COLABORADORES,1000,423,17/09/2025 0:00,23/09/2025 0:00,PUBLICOMERCIAL,FACTURADO,1000,423
ASS,24012,AGLOMERADOS COTOPAXI S.A,Adhesivos para tablillas damero 4 motivos,28000,568.91,19/09/2025 0:00,22/09/2025 0:00,PUBLICOMERCIAL,FACTURADO,28000,568.91
ASS,24013,EMPRESA OPERADORA METRO DE MEDELLIN TRANSDEV EOMMT S.A.S.,KiTDE HERRAMIENTAS,100,493.26,19/09/2025 0:00,22/09/2025 0:00,PUBLICOMERCIAL,FACTURADO,100,493.26
ASS,24014,EMPRESA OPERADORA METRO DE MEDELLIN TRANSDEV EOMMT S.A.S.,BITACORA,100,878.29,19/09/2025 0:00,22/09/2025 0:00,PUBLICOMERCIAL,FACTURADO,100,878.29
ASS,24015,EMPRESA OPERADORA METRO DE MEDELLIN TRANSDEV EOMMT S.A.S.,ESCARAPELA,100,212.1,19/09/2025 0:00,22/09/2025 0:00,PUBLICOMERCIAL,FACTURADO,100,212.1
ASS,24018,INTRIAGO FRAY OSCAR PASTOR,REIMPRESIÓN LIBROS EXPRESS ARTE 10,500,900,22/09/2025 0:00,25/09/2025 0:00,EDITORIAL,FACTURADO,500,900
ASS,24019,INTRIAGO FRAY OSCAR PASTOR,REIMPRESIÓN LIBROS EXPRESS ARTE 9,500,900,22/09/2025 0:00,25/09/2025 0:00,EDITORIAL,FACTURADO,500,900
ASS,24020,INTRIAGO FRAY OSCAR PASTOR,REIMPRESIÓN LIBROS EXPRESS ARTE 8,500,900,22/09/2025 0:00,25/09/2025 0:00,EDITORIAL,FACTURADO,500,900
ASS,24024,EMPRESA OPERADORA METRO DE MEDELLIN TRANSDEV EOMMT S.A.S.,PORTADA KITDE HERRAMIENTAS,100,185.84,23/09/2025 0:00,24/09/2025 0:00,PUBLICOMERCIAL,FACTURADO,100,185.84
ASS,24065,AGROPESA INDUSTRIA AGROPECUARIA ECUATORIANA SA,CALENDARI GROPESA 15X21,1600,5414,21/10/2025 0:00,31/10/2025 0:00,PUBLICOMERCIAL,FACTURADO,1600,5414
ASS,24075,AGLOMERADOS COTOPAXI S.A,cuaderno 18x25 pasta dura,1200,5220,23/10/2025 0:00,10/11/2025 0:00,PUBLICOMERCIAL,FACTURADO,1200,5220
ASS,24067,ORGANIZACION PANAMERICANA DE LA SALUD - ORGANIZACION MUNDIAL DE LA SALUD,ROTAFOLIO,750,4500,22/10/2025 0:00,27/10/2025 0:00,PUBLICOMERCIAL,FACTURADO,750,4500
ASS,24043,EMPRESA OPERADORA METRO DE MEDELLIN TRANSDEV EOMMT S.A.S.,GAFAS,7000,3510,06/10/2025 0:00,14/10/2025 0:00,PUBLICOMERCIAL,FACTURADO,7000,3510
ASS,24069,ORGANIZACION PANAMERICANA DE LA SALUD - ORGANIZACION MUNDIAL DE LA SALUD,GUÍA METODOLÓGICA,70,2800,22/10/2025 0:00,29/10/2025 0:00,PUBLICOMERCIAL,FACTURADO,70,2800
ASS,24047,BFS ECUADOR,REIMPRESIÓN CAJA TIPO LONCHERA,200,680,07/10/2025 0:00,16/10/2025 0:00,EMPAQUE,FACTURADO,200,680
ASS,24030,OTECEL S.A.,VOLANTES POSPAGO,100000,1801.65,01/10/2025 0:00,03/10/2025 0:00,PUBLICOMERCIAL,FACTURADO,100000,1801.65
ASS,24031,OTECEL S.A.,TRIPTICO OCTUBRE,56250,1434.93,01/10/2025 0:00,03/10/2025 0:00,PUBLICOMERCIAL,FACTURADO,56250,1434.93
ASS,24076,ORGANIZACION PANAMERICANA DE LA SALUD - ORGANIZACION MUNDIAL DE LA SALUD,"REIMPRESIÓN Afiches “Signos de alarma durante el embarazo, parto y posparto” 	",4600,800,24/10/2025 0:00,27/10/2025 0:00,PUBLICOMERCIAL,FACTURADO,4600,800
ASS,24053,OTECEL S.A.,STICKERS,1000,621.57,13/10/2025 0:00,15/10/2025 0:00,PUBLICOMERCIAL,FACTURADO,1000,621.57
ASS,24046,OTECEL S.A.,Volante Shakira,30003,540.26,07/10/2025 0:00,13/10/2025 0:00,PUBLICOMERCIAL,FACTURADO,30003,540.26
ASS,24091,OTECEL S.A.,reimpresión STICKERS,4100,515.08,30/10/2025 0:00,06/11/2025 0:00,PUBLICOMERCIAL,FACTURADO,4100,515.08
ASS,24066,ORGANIZACION PANAMERICANA DE LA SALUD - ORGANIZACION MUNDIAL DE LA SALUD,"Afiches “Signos de alarma durante el embarazo, parto y posparto”  y “Signos de alarma de neonatos” 	",2000,460,22/10/2025 0:00,23/10/2025 0:00,PUBLICOMERCIAL,FACTURADO,2000,460
ASS,24089,AGLOMERADOS COTOPAXI S.A,FLYERS A5,1200,228,28/10/2025 0:00,31/10/2025 0:00,PUBLICOMERCIAL,FACTURADO,1200,228
ASS,24096,AGLOMERADOS COTOPAXI S.A,flyers A5,1200,228,30/10/2025 0:00,30/10/2025 0:00,PUBLICOMERCIAL,FACTURADO,1200,228
ASS,24077,INTRIAGO FRAY OSCAR PASTOR,REIMPRESIÓN LIBROS EXPRESS ARTE 8,500,900,24/10/2025 0:00,29/10/2025 0:00,EDITORIAL,FACTURADO,500,900
ASS,24078,INTRIAGO FRAY OSCAR PASTOR,REIMPRESIÓN LIBROS EXPRESS ARTE 9,500,900,24/10/2025 0:00,29/10/2025 0:00,EDITORIAL,FACTURADO,500,900
ASS,24079,INTRIAGO FRAY OSCAR PASTOR,REIMPRESIÓN LIBROS EXPRESS ARTE 10,500,900,24/10/2025 0:00,29/10/2025 0:00,EDITORIAL,FACTURADO,500,900
ASS,24080,INTRIAGO FRAY OSCAR PASTOR,REIMPRESIÓN LIBROS EXPRESS ARTE 1 BGU,500,900,24/10/2025 0:00,29/10/2025 0:00,EDITORIAL,FACTURADO,500,900
ASS,24081,INTRIAGO FRAY OSCAR PASTOR,REIMPRESIÓN LIBROS EXPRESS ARTE 2 BGU,500,900,24/10/2025 0:00,29/10/2025 0:00,EDITORIAL,FACTURADO,500,900
ASS,24068,ORGANIZACION PANAMERICANA DE LA SALUD - ORGANIZACION MUNDIAL DE LA SALUD,FOLLETO “Indicaciones de caja de herramientas”,70,140,22/10/2025 0:00,28/10/2025 0:00,PUBLICOMERCIAL,FACTURADO,70,140
ASS,24042,AGLOMERADOS COTOPAXI S.A,etiquetas,48,46,06/10/2025 0:00,06/10/2025 0:00,PUBLICOMERCIAL,FACTURADO,48,46
ASS,24058,EMPRESA METROPOLITANA DE AGUA POTABLE Y SANEAMIENTO EPMAPS,diplomas,4,8,16/10/2025 0:00,16/10/2025 0:00,PUBLICOMERCIAL,FACTURADO,4,8
ASS,24097,EMPRESA OPERADORA METRO DE MEDELLIN TRANSDEV EOMMT S.A.S.,CAJA PASTA DURA,180,2790,31/10/2025 0:00,06/11/2025 0:00,CAJAS PASTA DURA,FACTURADO,180,2790
ASS,24104,OTECEL S.A.,REIMPRESION VOLANTES POSPAGO,3000,351,07/11/2025 0:00,11/11/2025 0:00,PUBLICOMERCIAL,FACTURADO,3000,351
ASS,24105,OTECEL S.A.,REIMPRESION TRIPTICO REIMPRESION,1000,586.5,07/11/2025 0:00,11/11/2025 0:00,PUBLICOMERCIAL,FACTURADO,1000,586.5
ASS,24108,INTRIAGO FRAY OSCAR PASTOR,VOLANTES,4000,250,10/11/2025 0:00,11/11/2025 0:00,PUBLICOMERCIAL,FACTURADO,4000,250
ASS,24117,OTECEL S.A.,VOLANTE BLACK FRIDAY TUENTI,3800,307.8,12/11/2025 0:00,14/11/2025 0:00,PUBLICOMERCIAL,FACTURADO,3800,307.8
ASS,24119,AGLOMERADOS COTOPAXI S.A,TARJETAS - 3 motivos,4159,587.05,14/11/2025 0:00,17/11/2025 0:00,PUBLICOMERCIAL,FACTURADO,4159,587.05
ASS,24121,INTRIAGO FRAY OSCAR PASTOR,SHOPPING BAG,50,300,14/11/2025 0:00,18/11/2025 0:00,EMPAQUE,FACTURADO,50,300
ASS,24129,OTECEL S.A.,TRIPTICO NOVIEMBRE,69800,1779.9,18/11/2025 0:00,20/11/2025 0:00,PUBLICOMERCIAL,FACTURADO,69800,1779.9
ASS,24130,OTECEL S.A.,VOLANTES NOVIEMBRE,69400,1249.2,18/11/2025 0:00,20/11/2025 0:00,PUBLICOMERCIAL,FACTURADO,69400,1249.2
ASS,24132,OTECEL S.A.,VOLANTE TUENTI,100,215,19/11/2025 0:00,20/11/2025 0:00,PUBLICOMERCIAL,FACTURADO,100,215
ASS,24133,SANTILLANA S.A.,AGENDA PREMIUM,800,2984,20/11/2025 0:00,04/12/2025 0:00,PUBLICOMERCIAL,FACTURADO,800,2984
ASS,24148,AGLOMERADOS COTOPAXI S.A,Sobre para cuadernos y sticker,1100,792,27/11/2025 0:00,08/12/2025 0:00,EMPAQUE,FACTURADO,1100,792
ASS,24149,OTECEL S.A.,VOLANTES TUENTI,19900,537.3,01/12/2025 0:00,03/12/2025 0:00,PUBLICOMERCIAL,FACTURADO,19900,537.3
ASS,24150,OTECEL S.A.,VOLANTES MOVISTAR DICIEMBRE,143800,2588.4,02/12/2025 0:00,04/12/2025 0:00,PUBLICOMERCIAL,FACTURADO,143800,2588.4
ASS,24151,OTECEL S.A.,TRIPTICO  MOVISTAR DICIEMBRE,142800,3641.4,02/12/2025 0:00,04/12/2025 0:00,PUBLICOMERCIAL,FACTURADO,142800,3641.4
ASS,24166,LEONARDO GUERRERO,CAJAS CHUPA 2 MOTIVOS,4000,2180,12/12/2025 0:00,19/12/2025 0:00,EMPAQUE,FACTURADO,4000,2180
ASS,24167,LEONARDO GUERRERO,JUEGO CARTAS CHUPA VERSIÓN MALCRIADITAS,2000,2960,12/12/2025 0:00,19/12/2025 0:00,PUBLICOMERCIAL,FACTURADO,2000,2960
ASS,24168,LEONARDO GUERRERO,JUEGO CARTAS CHUPA VERSIÓN TRANQUI,2000,2960,12/12/2025 0:00,19/12/2025 0:00,PUBLICOMERCIAL,FACTURADO,2000,2960
ASS,24172,EMPRESA OPERADORA METRO DE MEDELLIN TRANSDEV EOMMT S.A.S.,TRÍPTICO PAPEL ECOLÓGICO,100,130,15/12/2025 0:00,17/12/2025 0:00,PUBLICOMERCIAL,FACTURADO,100,130
ASS,24178,EMPRESA OPERADORA METRO DE MEDELLIN TRANSDEV EOMMT S.A.S.,banderas - 6 motivos,1200,1140,19/12/2025 0:00,30/12/2025 0:00,PUBLICOMERCIAL,FACTURADO,1200,1140
ASS,24179,EMPRESA OPERADORA METRO DE MEDELLIN TRANSDEV EOMMT S.A.S.,CORONA,1900,722,19/12/2025 0:00,30/12/2025 0:00,PUBLICOMERCIAL,FACTURADO,1900,722
ASS,24180,EMPRESA OPERADORA METRO DE MEDELLIN TRANSDEV EOMMT S.A.S.,diplomas,20,28,19/12/2025 0:00,30/12/2025 0:00,PUBLICOMERCIAL,FACTURADO,20,28
BV,23443,JABONERIA WILSON S.A.,ROMPE TRAFICO DOBLE LADO,5000,3000,03/02/2025 0:00,10/02/2025 0:00,PUBLICOMERCIAL,FACTURADO,5000,3000
BV,23444,JABONERIA WILSON S.A.,TACKER MACHO,5000,1798.79,03/02/2025 0:00,10/02/2025 0:00,PUBLICOMERCIAL,FACTURADO,5000,1798.79
BV,23445,JABONERIA WILSON S.A.,VIBRIN GOL 500,2000,400,03/02/2025 0:00,10/02/2025 0:00,PUBLICOMERCIAL,FACTURADO,2000,400
BV,23446,JABONERIA WILSON S.A.,STICKER GRATIS,10000,300,03/02/2025 0:00,10/02/2025 0:00,PUBLICOMERCIAL,FACTURADO,10000,300
BV,23447,JABONERIA WILSON S.A.,MARCA PRECIO LAVA,6000,420,03/02/2025 0:00,10/02/2025 0:00,PUBLICOMERCIAL,FACTURADO,6000,420
BV,23448,JABONERIA WILSON S.A.,PRECIADOR MULTIMARCA,90000,1800,03/02/2025 0:00,10/02/2025 0:00,PUBLICOMERCIAL,FACTURADO,90000,1800
BV,23449,JABONERIA WILSON S.A.,PIZARRA CARTON - 3 motivos,30000,2700,03/02/2025 0:00,10/02/2025 0:00,PUBLICOMERCIAL,FACTURADO,30000,2700
BV,23450,JABONERIA WILSON S.A.,AFICHE 4 motivos,12000,1200,03/02/2025 0:00,10/02/2025 0:00,PUBLICOMERCIAL,FACTURADO,12000,1200
BV,23627,OMNILIFE DEL ECUADOR S.A.,Catálogos de Productos,10000,7325,15/04/2025 0:00,24/04/2025 0:00,PUBLICOMERCIAL,FACTURADO,10000,7325
BV,23402,INDUSTRIAS ALES C.A,CUADERNO 21x25,110,1095,06/01/2025 0:00,10/01/2025 0:00,PUBLICOMERCIAL,FACTURADO,110,1095
BV,23456,PRODUCTOS FAMILIA SANCELA DEL ECUADOR S.A.,AFICHES VENUS MAP,1000,190,07/02/2025 0:00,13/02/2025 0:00,PUBLICOMERCIAL,FACTURADO,1000,190
BV,23458,PRODUCTOS FAMILIA SANCELA DEL ECUADOR S.A.,VIBRINES MAP,2000,200,07/02/2025 0:00,13/02/2025 0:00,PUBLICOMERCIAL,FACTURADO,2000,200
BV,23477,PRODUCTOS FAMILIA SANCELA DEL ECUADOR S.A.,AGENDAS PERSONALIZADOS 2025,200,1580,13/02/2025 0:00,19/02/2025 0:00,PUBLICOMERCIAL,FACTURADO,200,1580
BV,23521,JABONERIA WILSON S.A.,AFICHE GOL,4000,660,28/02/2025 0:00,06/03/2025 0:00,PUBLICOMERCIAL,FACTURADO,4000,660
BV,23522,JABONERIA WILSON S.A.,Tackers GOL,1600,865,28/02/2025 0:00,07/03/2025 0:00,PUBLICOMERCIAL,FACTURADO,1600,865
BV,23523,JABONERIA WILSON S.A.,AYUDAVENTAS,100,125,05/03/2025 0:00,05/03/2025 0:00,PUBLICOMERCIAL,FACTURADO,100,125
BV,23550,NATURES SUNSHINE PRODUCTS DEL ECUADOR S.A.,DÍPTICO,4000,245,14/03/2025 0:00,18/03/2025 0:00,PUBLICOMERCIAL,FACTURADO,4000,245
BV,23560,ODELLA S.A.S.,BROCHURE TRÍPTICO PACIENTE LIFTERA,500,230.01,18/03/2025 0:00,19/03/2025 0:00,PUBLICOMERCIAL,FACTURADO,500,230.01
BV,23561,SEDEMI SERVICIOS DE MECANICA,BROCHURE PMC CONTORNOS,300,642,18/03/2025 0:00,24/03/2025 0:00,PUBLICOMERCIAL,FACTURADO,300,642
BV,23580,CORPORACION SUPERIOR CORSUPERIOR S.A.,flyer,3000,198,26/03/2025 0:00,26/03/2025 0:00,PUBLICOMERCIAL,FACTURADO,3000,198
BV,23596,CABASCANGO PROAÑO SONIA GERMANIA,INFORMATIVO CON MEDIDAS,5000,236,02/04/2025 0:00,03/04/2025 0:00,PUBLICOMERCIAL,FACTURADO,5000,236
BV,23598,CABASCANGO PROAÑO SONIA GERMANIA,INFORMATIVO,5000,188,02/04/2025 0:00,03/04/2025 0:00,PUBLICOMERCIAL,FACTURADO,5000,188
BV,23599,INDUSTRIAL DANEC S.A.,BIG BOY - 4 MODELOS,4,540,02/04/2025 0:00,03/04/2025 0:00,PUBLICOMERCIAL,FACTURADO,4,540
BV,23608,BUSSINES MARKETING PUBLICIDAD CIA LTDA,SUPLEMENTOS AEBE,10500,2571,09/04/2025 0:00,11/04/2025 0:00,PUBLICOMERCIAL,FACTURADO,10500,2571
BV,23619,ANDRANGO PINEIDA JOFFRE EFRAIN,LIBROS ROBOSTEAM B2,1800,3348,14/04/2025 0:00,17/04/2025 0:00,EDITORIAL,FACTURADO,1800,3348
BV,23632,ANDRANGO PINEIDA JOFFRE EFRAIN,LIBROS TRAVESIA CULTURAL 1 BGU,1000,3850,16/04/2025 0:00,23/04/2025 0:00,EDITORIAL,FACTURADO,1000,3850
BV,23633,ANDRANGO PINEIDA JOFFRE EFRAIN,LIBROS TRAVESIA CULTURAL 2 BGU,1000,3600,16/04/2025 0:00,23/04/2025 0:00,EDITORIAL,FACTURADO,1000,3600
BV,23634,ANDRANGO PINEIDA JOFFRE EFRAIN,CUPONES LIBROS ROBOSTEAM 3 modelos,5500,875,16/04/2025 0:00,22/04/2025 0:00,PUBLICOMERCIAL,FACTURADO,5500,875
BV,23642,ANDRANGO PINEIDA JOFFRE EFRAIN,LIBROS ESTUDIOS SOCIALES 7 EGB,700,3339,21/04/2025 0:00,25/04/2025 0:00,EDITORIAL,FACTURADO,700,3339
BV,23643,ANDRANGO PINEIDA JOFFRE EFRAIN,LIBROS LENGUA Y LITERATURA 1 BGU,700,3619,21/04/2025 0:00,25/04/2025 0:00,EDITORIAL,FACTURADO,700,3619
